WMO Region,Country,Station,Latitude,Longitude,Elevation,WMO Index,URL
Africa,Madagascar,ANTSIRANANA,-12.35,49.3,114,0-20000-0-67009,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8945
Africa,Malawi,CHILEKA,-15.68333333,34.96666667,766,0-20000-0-67693,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9057
Africa,Mali,MENAKA,15.86666667,2.216666667,278,0-20000-0-61250,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8314
Africa,Mali,KITA,13.06666667,-9.466666667,333,0-20000-0-61270,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8317
Africa,Mali,TESSALIT,20.2,0.983333333,494,0-20000-0-61202,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8306
Africa,Mali,SIKASSO,11.35,-5.683333333,374,0-20000-0-61297,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8325
Africa,Mali,TOMBOUCTOU,16.71666667,-3,263,0-20000-0-61223,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8308
Africa,Mauritania,NEMA,16.6,-7.266666667,,0-20000-0-61497,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8337
Africa,Mauritania,ATAR,20.51666667,-13.06666667,226,0-20000-0-61421,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8329
Africa,Mauritania,BIR MOGHREIN,25.23333333,-11.61666667,364,0-20000-0-61401,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8326
Africa,Mauritania,TIDJIKJA,18.56666667,-11.43333333,396,0-20000-0-61450,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8332
Africa,Mauritius,RODRIGUES (POINT CANON),-19.68333333,63.41666667,58,0-20000-0-61988,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8407
Africa,Mauritius,ST. BRANDON (RAPHAEL ISLAND),-16.45,59.61666667,2,0-20000-0-61986,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8406
Africa,Mauritius,PLAISANCE (MAURITIUS),-20.43444444,57.68361111,55,0-20000-0-61990,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8409
Africa,Morocco,MIDELT,32.68333333,-4.733333333,1508,0-20000-0-60195,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8132
Africa,Morocco,KENITRA,34.30027778,-6.594722222,4,0-20000-0-60120,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8115
Africa,Morocco,OUARZAZATE,30.93333333,-6.9,1136,0-20000-0-60265,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8142
Africa,Mozambique,BEIRA,-19.8,34.9,8,0-20000-0-67297,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8997
Africa,Mozambique,PEMBA,-12.98333333,40.53333333,101,0-20000-0-67215,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8976
Africa,Mozambique,QUELIMANE,-17.88333333,36.88333333,6,0-20000-0-67283,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8993
Africa,Mozambique,INHAMBANE,-23.86666667,35.38333333,14,0-20000-0-67323,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9001
Africa,Namibia,GROOTFONTEIN,-19.59861111,18.11611111,1406,0-20000-0-68014,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9115
Africa,Namibia,WINDHOEK,-22.56666667,17.1,1725,0-20000-0-68110,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9141
Africa,Namibia,KEETMANSHOOP,-26.53333333,18.11666667,1064,0-20000-0-68312,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9191
Africa,Niger,MAINE-SOROA,13.23333333,11.98333333,338,0-20000-0-61096,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8304
Africa,Niger,AGADEZ,16.96666667,7.983333333,501,0-20000-0-61024,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8293
Africa,Niger,BILMA,18.68333333,12.91666667,355,0-20000-0-61017,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8292
Africa,Niger,TAHOUA,14.9,5.25,386,0-20000-0-61043,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8295
Africa,Nigeria,YOLA,9.233333333,12.46666667,,0-20000-0-65167,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8818
Africa,Nigeria,MINNA,9.616666667,6.533333333,,0-20000-0-65123,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8813
Africa,Portugal,FUNCHAL,32.64753,-16.89248,58,0-20000-0-08522,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/2708
Africa,Senegal,PODOR,16.64972222,-14.92972222,5.73,0-20000-0-61612,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8343
Africa,Senegal,TAMBACOUNDA,13.76972222,-13.67972222,48.68,0-20000-0-61687,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8349
Africa,Senegal,DAKAR/YOFF,14.73,-17.5,24.49,0-20000-0-61641,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8346
Africa,Seychelles,SEYCHELLES INTERNATIONAL AIRPORT,-4.666666667,55.51666667,3,0-20000-0-63980,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8645
Africa,Sierra Leone,LUNGI,8.616666667,-13.2,25,0-20000-0-61856,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8381
Africa,South Africa,MARION ISLAND,-46.8767,37.8587,24,0-20000-0-68994,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9361
Africa,South Africa,SPRINGBOK,-29.6694,17.8788,1006,0-20000-0-68512,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9260
Africa,South Africa,KING SHAKA INT'L AIRPORT,-29.6018,31.1239,105,0-20000-0-68592,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9287
Africa,South Africa,GEORGE AIRPORT,-34.0043,22.3843,197,0-20000-0-68828,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9329
Africa,South Africa,DE AAR,-30.6651,23.9927,1286,0-20000-0-68538,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9267
Africa,South Africa,EAST LONDON,-33.0357,27.8161,133,0-20000-0-68858,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9341
Africa,South Africa,PORT ELIZABETH,-33.9864,25.6164,59,0-20000-0-68842,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9337
Africa,South Africa,GOUGH ISLAND,-40.3495,-9.8804,54,0-20000-0-68906,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9342
Africa,South Sudan,JUBA,4.866666667,31.6,460,0-20000-0-62941,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8534
Africa,South Sudan,MALKAL,9.55,31.65,387,0-20000-0-62840,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8531
Africa,South Sudan,WAU,7.7,28.01666667,438,0-20000-0-62880,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8533
Africa,Spain,LANZAROTE/AEROPUERTO,28.95194444,-13.60027778,14,0-20000-0-60040,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8106
Africa,Spain,IZANA,28.30888889,-16.49944444,2371,0-20000-0-60010,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8097
Africa,Spain,MELILLA (60338-0),35.27777778,-2.955555556,47,0-20000-0-60338,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8149
Africa,Sudan,EN NAHUD,12.7,28.43333333,565,0-20000-0-62781,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8523
Africa,Sudan,EL FASHER,13.61666667,25.33333333,733,0-20000-0-62760,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8517
Africa,Sudan,DONGOLA,19.16666667,30.48333333,226,0-20000-0-62650,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8501
Africa,Sudan,SENNAR,13.55,33.61666667,418,0-20000-0-62762,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8518
Africa,Sudan,PORT SUDAN,19.58333333,37.21666667,3,0-20000-0-62641,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8500
Africa,Sudan,GENINA,13.48333333,22.45,805,0-20000-0-62770,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8519
Africa,Sudan,ABU HAMED,19.53333333,33.31666667,312,0-20000-0-62640,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8499
Africa,Sudan,WADI HALFA,21.81666667,31.35,183,0-20000-0-62600,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8495
Africa,Sudan,KASSALA,15.46666667,36.4,500,0-20000-0-62730,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8512
Africa,"Tanzania, United Republic of",DODOMA,-6.166666667,35.76666667,1119,0-20000-0-63862,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8633
Africa,"Tanzania, United Republic of",SONGEA,-10.68333333,35.58333333,1067,0-20000-0-63962,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8642
Africa,"Tanzania, United Republic of",DAR ES SALAAM INT,-6.866666667,39.2,55,0-20000-0-63894,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8638
Africa,"Tanzania, United Republic of",TABORA AIRPORT,-5.083333333,32.83333333,1181,0-20000-0-63832,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8629
Africa,Togo,MANGO,10.36666667,0.466666667,145,0-20000-0-65352,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8852
Africa,Tunisia,JENDOUBA,36.48333333,8.8,143,0-20000-0-60725,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8269
Africa,Tunisia,GABES,33.88333333,10.1,4,0-20000-0-60765,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8285
Africa,United Kingdom (the),WIDE AWAKE FIELD (ASCENSION IS.),-7.97,-14.40555556,86,0-20000-0-61902,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8391
Africa,United States (the),ST. HELENA IS.,-15.94194444,-5.667222222,435,0-20000-0-61901,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8390
Africa,Zambia,LUSAKA CITY AIRPORT,-15.41666667,28.46666667,1280,0-20000-0-67666,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9050
Africa,Zambia,MONGU,-15.25,23.15,1052,0-20000-0-67633,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9043
Africa,Zambia,CHIPATA,-13.55,32.58333333,1028,0-20000-0-67581,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9033
Africa,Zambia,KASAMA,-10.21666667,31.13333333,1382,0-20000-0-67475,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9017
Africa,Zambia,LIVINGSTONE,-17.81666667,25.81666667,985,0-20000-0-67743,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9062
Africa,Zambia,MWINILUNGA,-11.75,24.43333333,1361,0-20000-0-67441,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9014
Africa,Zimbabwe,BULAWAYO (GOETZ OBSY.),-20.15,28.61666667,1343,0-20000-0-67964,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9100
Africa,Zimbabwe,CHIPINGE,-20.2,32.61666667,1131,0-20000-0-67983,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9110
Africa,Zimbabwe,HARARE (KUTSAGA),-17.91666667,31.13333333,1479,0-20000-0-67775,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/9072
