WMO Region,Country,Station,Latitude,Longitude,Elevation,WMO Index,URL
Africa,Congo (Democratic Republic of the),TSHIKAPA,-6.416666667,20.85,521,0-20000-0-64228,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8692
Africa,Congo (Democratic Republic of the),LUPUTA,-7.133333333,23.73333333,880,0-20000-0-64248,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8696
Africa,Congo (Democratic Republic of the),RUTSHURU,-1.183333333,29.45,,0-20000-0-64157,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8675
Africa,Congo (Democratic Republic of the),INGA (64206-0),-5.516666667,13.58333333,,0-20000-0-64206,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8683
Africa,Congo (Democratic Republic of the),LODJA,-3.483333333,23.46666667,479,0-20000-0-64146,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8672
Africa,Congo (Democratic Republic of the),WALIKALE,-1.416666667,27,,0-20000-0-64170,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8677
Africa,Congo (Democratic Republic of the),KOLWEZI,-10.71666667,25.45,1405,0-20000-0-64328,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8704
Africa,Congo (Democratic Republic of the),GEMENA,3.283333333,19.78333333,475,0-20000-0-64006,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8652
Africa,Congo (Democratic Republic of the),LUBUMBASHI-KARAVIA,-11.65,27.46666667,,0-20000-0-64370,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8707
Africa,Congo (Democratic Republic of the),KISANGANI,0.516666667,25.18333333,415,0-20000-0-64040,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8660
Africa,Congo (Democratic Republic of the),BUTEMBO,0.133333333,29.26666667,,0-20000-0-64072,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8664
Africa,Congo (Democratic Republic of the),LUSAMBO,-4.966666667,23.43333333,,0-20000-0-64246,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8694
Africa,Congo (Democratic Republic of the),KALEMIE,-5.883333333,29.18333333,790,0-20000-0-64285,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8700
Africa,Congo (Democratic Republic of the),MITWABA,-8.6,27.33333333,,0-20000-0-64348,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8705
Africa,Congo (Democratic Republic of the),MBANDAKA,0.05,18.26666667,345,0-20000-0-64005,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8651
Africa,Congo (Democratic Republic of the),BASANKUSU,1.216666667,19.8,360,0-20000-0-64008,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8653
Africa,Congo (Democratic Republic of the),BASOKO,1.25,23.6,410,0-20000-0-64018,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8657
Africa,Congo (Democratic Republic of the),KASONGO,-4.516666667,26.58333333,544,0-20000-0-64264,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8697
Africa,Congo (Democratic Republic of the),BUMBA,2.183333333,22.55,,0-20000-0-64016,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8656
Africa,Congo (Democratic Republic of the),LUKOLELA,-1.05,17.2,,0-20000-0-64101,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8668
Africa,Congo (Democratic Republic of the),INONGO,-1.966666667,18.26666667,,0-20000-0-64115,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8670
Africa,Congo (Democratic Republic of the),UBUNDU,-0.35,25.45,,0-20000-0-64159,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8676
Africa,Congo (Democratic Republic of the),KENGE,-4.916666667,17.06666667,,0-20000-0-64217,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8688
Africa,Congo (Democratic Republic of the),LIBENGE,3.633333333,18.63333333,380,0-20000-0-64015,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8655
Africa,Congo (Democratic Republic of the),WATSA,3.066666667,29.5,985,0-20000-0-64074,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8665
Africa,Congo (Democratic Republic of the),LUOZI,-4.95,14.13333333,,0-20000-0-64209,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8685
Africa,Cote d'Ivoire,ODIENNE,9.5,-7.566666667,434,0-20000-0-65528,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8893
Africa,Cote d'Ivoire,BOUAKE,7.733333333,-5.066666667,376,0-20000-0-65555,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8897
Africa,Cote d'Ivoire,DALOA,6.866666667,-6.466666667,276,0-20000-0-65560,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8899
Africa,Cote d'Ivoire,GAGNOA,6.133333333,-5.95,205,0-20000-0-65557,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8898
Africa,Cote d'Ivoire,TABOU,4.416666667,-7.366666667,21,0-20000-0-65592,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8904
Africa,Cote d'Ivoire,SAN PEDRO (65594-0),4.75,-6.65,30,0-20000-0-65594,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8905
Africa,Cote d'Ivoire,MAN,7.383333333,-7.516666667,339,0-20000-0-65548,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8896
Africa,Cote d'Ivoire,DIMBOKRO,6.65,-4.7,92,0-20000-0-65562,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8900
Africa,Cote d'Ivoire,BONDOUKOU,8.05,-2.783333333,369,0-20000-0-65545,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8895
Africa,Cote d'Ivoire,YAMOUSSOUKRO,6.9,-5.35,196,0-20000-0-65563,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8901
Africa,Cote d'Ivoire,KORHOGO,9.391388889,5.551666669,367.1,0-20000-0-65536,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8894
Africa,Cote d'Ivoire,ABIDJAN,5.25,-3.933333333,7,0-20000-0-65578,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8902
Africa,Cote d'Ivoire,SASSANDRA,4.95,-6.083333333,62,0-20000-0-65599,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8906
Africa,Cote d'Ivoire,ADIAKE,5.3,-3.3,33,0-20000-0-65585,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8903
Africa,Djibouti,DJIBOUTI,11.55,43.15,13,0-20000-0-63125,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8539
Africa,Djibouti,OBOLEH,11.16666667,42.71666667,777,0-20000-0-63145,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8540
Africa,Egypt,EDFOU,24.98444444,32.8325,88,0-20000-0-62408,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8470
Africa,Egypt,BAHARIA,28.33333333,28.9,127.47,0-20000-0-62420,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8474
Africa,Egypt,BALTIM,31.55388889,31.08444444,1,0-20000-0-62325,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8448
Africa,Egypt,KHARGA AGRIMET,25.46444444,30.5425,58.52,0-20000-0-62435,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8478
Africa,Egypt,ABU SIMBEL,22.37583333,31.61166667,187.76,0-20000-0-62419,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8473
Africa,Egypt,FARAFRA,27.05833333,27.98916667,82.2,0-20000-0-62423,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8475
Africa,Egypt,BEAR EL ABD,30.97472222,32.75888889,23.7,0-20000-0-62454,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8483
Africa,Egypt,TABA,29.58777778,34.77805556,748.89,0-20000-0-62456,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8485
Africa,Egypt,MERSA MATRUH,31.32527778,27.22166667,28.96,0-20000-0-62306,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8444
Africa,Egypt,EL-SUEZ,29.86666667,32.46666667,2.48,0-20000-0-62450,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8480
Africa,Egypt,ROSETTA,31.45361111,30.37027778,1.7,0-20000-0-62324,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8447
Africa,Egypt,WADI EL NATROON AGRIMET,30.4025,30.36333333,,0-20000-0-62357,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8455
Africa,Egypt,CAIRO H.Q,30.08333333,31.28333333,34.4,0-20000-0-62371,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8459
Africa,Egypt,DAHAB,28.49194444,34.50055556,17.55,0-20000-0-62467,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8493
Africa,Egypt,FAYOUM,29.3,30.85,23.43,0-20000-0-62381,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8462
Africa,Egypt,SHARK-EL-OUINAT,22.58333333,28.71611111,261.82,0-20000-0-62425,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8476
Africa,Egypt,TAHRIR,30.65,30.7,15.6,0-20000-0-62345,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8454
Africa,Egypt,HURGUADA,27.17861111,33.80083333,15.84,0-20000-0-62463,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8490
Africa,Egypt,KOSSEIR,26.13555556,34.25833333,15.4,0-20000-0-62465,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8492
Africa,Egypt,DABAA,31.03277778,28.44472222,17,0-20000-0-62309,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8445
Africa,Egypt,DAMIETTA,31.41666667,31.81666667,1.7,0-20000-0-62330,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8449
Africa,Egypt,ABURDEES,28.91055556,33.19555556,5.19,0-20000-0-62458,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8487
Africa,Egypt,PORT SAID/EL GAMIL,31.27888889,32.23777778,2.44,0-20000-0-62332,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8450
Africa,Egypt,BAHTIM AGRIMET,30.14333333,31.255,16.96,0-20000-0-62369,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8458
Africa,Egypt,GIZA - AGRIMET,30.05,31.21666667,18.65,0-20000-0-62375,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8460
Africa,Egypt,EL HASANA,30.46583333,33.77888889,225.7,0-20000-0-62453,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8482
Africa,Egypt,RAS SEDR,29.58444444,32.7175,3.26,0-20000-0-62455,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8484
Africa,Egypt,SALLUM PLATEAU,31.57027778,25.13166667,,0-20000-0-62305,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8443
Africa,Egypt,EL ARISH,31.07333333,33.83583333,36.88,0-20000-0-62337,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8453
Africa,Egypt,HELWAN,29.86277778,31.34916667,139.3,0-20000-0-62378,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8461
Africa,Egypt,DAKHLA (62432-0),25.50277778,28.9725,186.84,0-20000-0-62432,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8477
Africa,Egypt,MALWY - AGRIMET,27.7,30.75,44.4,0-20000-0-62389,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8464
Africa,Egypt,SOUTH OF VALLEY UNIVERSITY,26.20027778,32.74666667,95.99,0-20000-0-62403,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8468
Africa,Egypt,EL TOR,28.20888889,33.64555556,35.05,0-20000-0-62459,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8488
Africa,Egypt,RAFAH-AGRIMET,31.20916667,34.20555556,73.3,0-20000-0-62335,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8451
Africa,Egypt,ISMAILIA,30.59166667,32.24722222,12.48,0-20000-0-62440,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8479
Africa,Egypt,EL ARISH-AGRIMET,31.08861111,33.82166667,27.2,0-20000-0-62336,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8452
Africa,Egypt,SANT KATREIN,28.68527778,34.0625,1331.37,0-20000-0-62457,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8486
Africa,Egypt,LUXOR,25.67083333,32.70638889,89.66,0-20000-0-62405,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8469
Africa,Egypt,SHARM EL SHEIKH,27.97861111,34.39333333,43.59,0-20000-0-62460,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8489
Africa,Egypt,HURGUADA POLLUTION,27.28555556,33.74777778,6.5,0-20000-0-62464,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8491
Africa,Egypt,SIWA,29.2,25.48333333,-15,0-20000-0-62417,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8472
Africa,Egypt,SIDI BARRANI,31.61666667,25.9,23.71,0-20000-0-62301,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8442
Africa,Egypt,NOUZHA,31.18166667,29.94638889,,0-20000-0-62318,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8446
Africa,Egypt,SHEBIN EL KOM,30.6,31.01666667,11.5,0-20000-0-62360,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8456
Africa,Egypt,MINYA,28.08333333,30.73333333,37.15,0-20000-0-62387,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8463
Africa,Egypt,ASYUT - AGRIMET,27.2,31.16666667,52,0-20000-0-62392,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8465
Africa,Egypt,SHOAG AIRPORT,26.34277778,31.74277778,92.91,0-20000-0-62398,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8467
Africa,Egypt,ASYUT,27.03805556,31.01194444,235.31,0-20000-0-62393,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8466
Africa,Egypt,SHALATIN,23.13083333,35.58416667,19.44,0-20000-0-62476,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8494
Africa,Egypt,CAIRO,30.11138889,31.41388889,116.43,0-20000-0-62366,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8457
Africa,Egypt,ASSWAN,23.96444444,32.82,201.78,0-20000-0-62414,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8471
Africa,Egypt,NEKHEL,29.91444444,33.74083333,401,0-20000-0-62452,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8481
Africa,Equatorial Guinea,BATA (RIO MUNI),1.9,9.8,2,0-20000-0-64820,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8777
Africa,Equatorial Guinea,MALABO,3.75,8.766666667,50,0-20000-0-64810,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8776
Africa,Eritrea,NACFA,16.66666667,38.33333333,,0-20000-0-63006,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8535
Africa,Eritrea,MASSAWA,15.61666667,39.45,,0-20000-0-63023,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8537
Africa,Eritrea,ASMARA,15.28333333,38.91666667,,0-20000-0-63021,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8536
Africa,Eritrea,ASSAB,13.06666667,42.71666667,,0-20000-0-63043,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8538
Africa,Ethiopia,BAHAR DAR,11.6,37.41666667,,0-20000-0-63332,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8565
Africa,Ethiopia,JIMMA,7.666666667,36.83333333,,0-20000-0-63402,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8569
Africa,Ethiopia,DIREDAWA,9.6,41.85,,0-20000-0-63471,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8575
Africa,Ethiopia,LEKEMTE,9.083333333,36.45,,0-20000-0-63340,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8568
Africa,Ethiopia,METEHARA,8.866666667,39.9,,0-20000-0-63453,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8573
Africa,Ethiopia,GODE,5.9,43.58333333,,0-20000-0-63478,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8577
Africa,Ethiopia,COMBOLCHA,11.11666667,39.73333333,,0-20000-0-63333,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8566
Africa,Ethiopia,MAKALE,13.5,39.48333333,,0-20000-0-63330,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8563
Africa,Ethiopia,NEGHELLE,5.333333333,39.56666667,,0-20000-0-63533,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8579
Africa,Ethiopia,GORE,8.15,35.53333333,,0-20000-0-63403,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8570
Africa,Ethiopia,HARAR MEDA,8.733333333,38.95,,0-20000-0-63451,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8572
Africa,Ethiopia,GONDAR,12.55,37.41666667,,0-20000-0-63331,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8564
Africa,Ethiopia,AWASSA,7.083333333,38.48333333,,0-20000-0-63460,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8574
Africa,Ethiopia,ROBE/BALE,7.133333333,40,,0-20000-0-63474,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8576
Africa,Ethiopia,ARBA MINCH,6.083333333,37.63333333,,0-20000-0-63500,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8578
Africa,Ethiopia,DEBREMARCOS,10.33333333,37.66666667,,0-20000-0-63334,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8567
Africa,Ethiopia,ADDIS ABABA-BOLE,9.033333333,38.75,,0-20000-0-63450,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8571
Africa,France,PITON VILLERS RADAR,-21.19049,55.57347,1712,0-20000-0-61978,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8402
Africa,France,PORT-AUX-FRANCAIS (ILES KERGUELEN),-49.35222222,70.24333333,29,0-20000-0-61998,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8413
Africa,France,ILES GLORIEUSES,-11.58277778,47.28972222,3,0-20000-0-61968,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8397
Africa,France,"ST. DENIS, REUNION",-20.91,55.59,,0-20000-0-61982,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8405
Africa,France,SAINT-DENIS/GILLOT (REUNION),-20.8925,55.52861111,20,0-20000-0-61980,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8404
Africa,France,SERGE-FROLOW (ILE TROMELIN),-15.88777778,54.52055556,7,0-20000-0-61976,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8401
Africa,France,ILE JUAN DE NOVA,-17.05472222,42.71194444,9,0-20000-0-61970,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8398
Africa,France,PAMANDZI (MAYOTTE),-12.80555556,45.28277778,7,0-20000-0-67005,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8944
Africa,France,ILE EUROPA,-22.34416667,40.34055556,6,0-20000-0-61972,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8399
Africa,France,LE COLORADO RADAR,-20.91178,55.42195,742,0-20000-0-61979,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8403
Africa,France,MARTIN DE VIVIES (ILE AMSTERDAM),-37.79527778,77.56916667,27,0-20000-0-61996,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8411
Africa,France,ALFRED FAURE (ILES CROZET),-46.4325,51.85666667,146,0-20000-0-61997,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8412
Africa,Gabon,MEKAMBO,1.016666667,13.93333333,501,0-20000-0-64545,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8738
Africa,Gabon,LIBREVILLE,0.45,9.416666667,12,0-20000-0-64500,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8730
Africa,Gabon,MOUILA,-1.866666667,11.01666667,89,0-20000-0-64550,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8739
Africa,Gabon,MAKOKOU,0.566666667,12.86666667,513,0-20000-0-64556,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8742
Africa,Gabon,BITAM,2.083333333,11.48333333,600,0-20000-0-64510,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8735
Africa,Gabon,KOULAMOUTOU,-1.116666667,12.5,355,0-20000-0-64518,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8737
Africa,Gabon,TCHIBANGA,-2.85,11.01666667,83,0-20000-0-64507,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8734
Africa,Gabon,OYEM,1.583333333,11.56666667,590,0-20000-0-64512,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8736
Africa,Gabon,MAYUMBA,-3.416666667,10.65,31,0-20000-0-64503,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8732
Africa,Gabon,LASTOURVILLE,-0.833333333,12.71666667,483,0-20000-0-64560,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8743
Africa,Gabon,LAMBARENE,-0.716666667,10.23333333,27,0-20000-0-64551,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8740
Africa,Gabon,COCOBEACH,1,9.6,16,0-20000-0-64504,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8733
Africa,Gabon,OKONDJA,-0.7,13.78333333,335,0-20000-0-64580,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8745
Africa,Gabon,PORT-GENTIL,-0.7,8.75,4,0-20000-0-64501,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8731
Africa,Gabon,MITZIC,0.783333333,11.53333333,583,0-20000-0-64552,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8741
Africa,Gabon,MVENGUE,-1.65,13.43333333,444,0-20000-0-64570,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8744
Africa,Gambia,BANJUL/HALF-DIE,13.45,-16.45,1,0-20000-0-61711,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8357
Africa,Gambia,JENOI,13.48333333,-15.56666667,11,0-20000-0-61707,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8356
Africa,Gambia,FATOTO,13.66666667,-14.46666667,,0-20000-0-61733,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8364
Africa,Gambia,SIBANOR,13.21666667,-16.2,,0-20000-0-61705,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8355
Africa,Gambia,GEORGETOWN (61721-0),13.53333333,-14.76666667,1,0-20000-0-61721,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8361
Africa,Gambia,BANJUL/YUNDUM,13.2,-16.63333333,36,0-20000-0-61701,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8354
Africa,Gambia,BASSE,13.31666667,-14.21666667,4,0-20000-0-61731,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8363
Africa,Gambia,KUNTAUR,13.66666667,-14.88333333,,0-20000-0-61720,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8360
Africa,Gambia,KAUR,13.71666667,-15.25,6,0-20000-0-61717,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8359
Africa,Gambia,SAPU,13.56666667,-15.93333333,2,0-20000-0-61722,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8362
Africa,Gambia,KEREWAN,13.48333333,-16.18333333,15,0-20000-0-61712,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8358
Africa,Ghana,YENDI,9.45,-0.016666667,195.2,0-20000-0-65420,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8864
Africa,Ghana,AKIM ODA,5.933333333,-0.983333333,139.4,0-20000-0-65457,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8872
Africa,Ghana,TAKORADI,4.883333333,-1.766666667,,0-20000-0-65467,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8877
Africa,Ghana,BOLE,9.033333333,-2.483333333,299.5,0-20000-0-65416,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8862
Africa,Ghana,SUNYANI,7.333333333,-2.333333333,,0-20000-0-65439,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8867
Africa,Ghana,NAVRONGO,10.9,-1.1,213.4,0-20000-0-65401,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8860
Africa,Ghana,AKUSE,6.1,0.116666667,17.4,0-20000-0-65460,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8874
Africa,Ghana,SALTPOND,5.2,-1.066666667,439,0-20000-0-65469,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8878
Africa,Ghana,TEMA,5.616666667,0,14,0-20000-0-65473,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8880
Africa,Ghana,WENCHI,7.75,-2.1,338.9,0-20000-0-65432,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8865
Africa,Ghana,KOFORIDUA,6.083333333,-0.25,166.5,0-20000-0-65459,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8873
Africa,Ghana,AKATSI,6.116666667,0.8,53.6,0-20000-0-65462,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8875
Africa,Ghana,KUMASI,6.716666667,-1.6,286.3,0-20000-0-65442,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8868
Africa,Ghana,AXIM,4.866666667,-2.233333333,37.8,0-20000-0-65465,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8876
Africa,Ghana,HO,6.6,0.466666667,157.6,0-20000-0-65453,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8871
Africa,Ghana,ACCRA,5.6,-0.166666667,,0-20000-0-65472,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8879
Africa,Ghana,ADA,5.783333333,0.633333333,5.2,0-20000-0-65475,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8881
Africa,Ghana,TAMALE,9.55,-0.85,168.8,0-20000-0-65418,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8863
Africa,Ghana,SEFWI BEKWAI,6.2,-2.333333333,170.8,0-20000-0-65445,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8869
Africa,Ghana,KETE-KRACHI,7.816666667,-0.033333333,122,0-20000-0-65437,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8866
Africa,Ghana,ABETIFI,6.666666667,-0.75,594.7,0-20000-0-65450,https://oscar.wmo.int/surface/index.html#/search/station/stationReportDetails/8870
